gameid,teamid,location
21100646,1610612737,home
21100647,1610612741,home
21100648,1610612763,home
21100649,1610612760,home
21100650,1610612756,home
21100651,1610612758,home
21100652,1610612747,home
21100653,1610612744,home
21100654,1610612746,home
21100655,1610612766,home
21100656,1610612754,home
21100657,1610612751,home
21100658,1610612741,home
21100659,1610612742,home
21100660,1610612743,home
21100661,1610612762,home
21100662,1610612739,home
21100663,1610612746,home
21100664,1610612763,home
21100665,1610612758,home
21100666,1610612748,home
21100667,1610612756,home
21100668,1610612760,home
21100669,1610612747,home
21100670,1610612766,home
21100671,1610612751,home
21100672,1610612737,home
21100673,1610612753,home
21100674,1610612743,home
21100675,1610612744,home
21100676,1610612754,home
21100677,1610612752,home
21100678,1610612748,home
21100679,1610612745,home
21100680,1610612762,home
21100681,1610612758,home
21100682,1610612757,home
21100683,1610612761,home
21100684,1610612755,home
21100685,1610612753,home
21100686,1610612751,home
21100687,1610612737,home
21100688,1610612740,home
21100689,1610612760,home
21100690,1610612759,home
21100691,1610612743,home
21100692,1610612742,home
21100693,1610612764,home
21100694,1610612749,home
21100695,1610612740,home
21100696,1610612745,home
21100697,1610612758,home
21100698,1610612757,home
21100699,1610612761,home
21100700,1610612766,home
21100701,1610612753,home
21100702,1610612754,home
21100703,1610612737,home
21100704,1610612765,home
21100705,1610612755,home
21100706,1610612760,home
21100707,1610612759,home
21100708,1610612762,home
21100709,1610612747,home
21100710,1610612746,home
21100711,1610612764,home
21100712,1610612751,home
21100713,1610612752,home
21100714,1610612741,home
21100715,1610612740,home
21100716,1610612745,home
21100717,1610612749,home
21100718,1610612744,home
21100719,1610612739,home
21100720,1610612750,home
21100721,1610612738,home
21100722,1610612737,home
21100723,1610612759,home
21100724,1610612760,home
21100725,1610612757,home
21100726,1610612747,home
21100727,1610612761,home
21100728,1610612764,home
21100729,1610612766,home
21100730,1610612754,home
21100731,1610612751,home
21100732,1610612752,home
21100733,1610612741,home
21100734,1610612745,home
21100735,1610612746,home
21100736,1610612755,home
21100737,1610612749,home
21100738,1610612763,home
21100739,1610612742,home
21100740,1610612756,home
21100741,1610612757,home
21100742,1610612744,home
21100743,1610612761,home
21100744,1610612752,home
21100745,1610612766,home
21100746,1610612739,home
21100747,1610612738,home
21100748,1610612751,home
21100749,1610612737,home
21100750,1610612758,home
21100751,1610612746,home
21100752,1610612744,home
21100753,1610612754,home
21100754,1610612748,home
21100755,1610612757,home
21100756,1610612747,home
21100757,1610612761,home
21100758,1610612764,home
21100759,1610612766,home
21100760,1610612737,home
21100761,1610612739,home
21100762,1610612753,home
21100763,1610612741,home
21100764,1610612745,home
21100765,1610612750,home
21100766,1610612762,home
21100767,1610612746,home
21100768,1610612744,home
21100769,1610612747,home
21100770,1610612752,home
21100771,1610612755,home
21100772,1610612765,home
21100773,1610612749,home
21100774,1610612759,home
21100775,1610612758,home
21100776,1610612746,home
21100777,1610612760,home
21100778,1610612738,home
21100779,1610612761,home
21100780,1610612753,home
21100781,1610612745,home
21100782,1610612756,home
21100783,1610612757,home
21100784,1610612747,home
21100785,1610612764,home
21100786,1610612741,home
21100787,1610612760,home
21100788,1610612742,home
21100789,1610612758,home
21100790,1610612757,home
21100791,1610612761,home
21100792,1610612739,home
21100793,1610612754,home
21100794,1610612748,home
21100795,1610612765,home
21100796,1610612763,home
21100797,1610612758,home
21100798,1610612747,home
21100799,1610612755,home
21100800,1610612764,home
21100801,1610612738,home
21100802,1610612737,home
21100803,1610612748,home
21100804,1610612749,home
21100805,1610612740,home
21100806,1610612750,home
21100807,1610612742,home
21100808,1610612762,home
21100809,1610612757,home
21100810,1610612746,home
21100811,1610612753,home
21100812,1610612765,home
21100813,1610612741,home
21100814,1610612758,home
21100815,1610612754,home
21100816,1610612761,home
21100817,1610612751,home
21100818,1610612737,home
21100819,1610612748,home
21100820,1610612749,home
21100821,1610612742,home
21100822,1610612759,home
21100823,1610612743,home
21100824,1610612762,home
21100825,1610612747,home
21100826,1610612766,home
21100827,1610612754,home
21100828,1610612755,home
21100829,1610612763,home
21100830,1610612740,home
21100831,1610612749,home
21100832,1610612756,home
21100833,1610612746,home
21100834,1610612744,home
21100835,1610612752,home
21100836,1610612738,home
21100837,1610612751,home
21100838,1610612748,home
21100839,1610612759,home
21100840,1610612760,home
21100841,1610612758,home
21100842,1610612766,home
21100843,1610612753,home
21100844,1610612754,home
21100845,1610612749,home
21100846,1610612763,home
21100847,1610612740,home
21100848,1610612750,home
21100849,1610612743,home
21100850,1610612762,home
21100851,1610612757,home
21100852,1610612764,home
21100853,1610612748,home
21100854,1610612739,home
21100855,1610612751,home
21100856,1610612742,home
21100857,1610612741,home
21100858,1610612761,home
21100859,1610612739,home
21100860,1610612738,home
21100861,1610612749,home
21100862,1610612763,home
21100863,1610612740,home
21100864,1610612745,home
21100865,1610612760,home
21100866,1610612759,home
21100867,1610612743,home
21100868,1610612757,home
21100869,1610612766,home
21100870,1610612741,home
21100871,1610612750,home
21100872,1610612759,home
21100873,1610612744,home
21100874,1610612761,home
21100875,1610612755,home
21100876,1610612753,home
21100877,1610612754,home
21100878,1610612752,home
21100879,1610612748,home
21100880,1610612765,home
21100881,1610612740,home
21100882,1610612745,home
21100883,1610612760,home
21100884,1610612747,home
21100885,1610612757,home
21100886,1610612746,home
21100887,1610612764,home
21100888,1610612751,home
21100889,1610612763,home
21100890,1610612750,home
21100891,1610612749,home
21100892,1610612759,home
21100893,1610612752,home
21100894,1610612747,home
21100895,1610612766,home
21100896,1610612737,home
21100897,1610612765,home
21100898,1610612739,home
21100899,1610612758,home
21100900,1610612740,home
21100901,1610612743,home
21100902,1610612761,home
21100903,1610612766,home
21100904,1610612753,home
21100905,1610612754,home
21100906,1610612751,home
21100907,1610612741,home
21100908,1610612745,home
21100909,1610612762,home
21100910,1610612756,home
21100911,1610612746,home
21100912,1610612744,home
21100913,1610612755,home
21100914,1610612765,home
21100915,1610612752,home
21100916,1610612750,home
21100917,1610612747,home
21100918,1610612764,home
21100919,1610612766,home
21100920,1610612739,home
21100921,1610612751,home
21100922,1610612737,home
21100923,1610612748,home
21100924,1610612738,home
21100925,1610612763,home
21100926,1610612742,home
21100927,1610612743,home
21100928,1610612756,home
21100929,1610612758,home
21100930,1610612757,home
21100931,1610612744,home
21100932,1610612754,home
21100933,1610612765,home
21100934,1610612748,home
21100935,1610612740,home
21100936,1610612756,home
21100937,1610612766,home
21100938,1610612737,home
21100939,1610612739,home
21100940,1610612742,home
21100941,1610612759,home
21100942,1610612758,home
21100943,1610612756,home
21100944,1610612754,home
21100945,1610612748,home
21100946,1610612741,home
21100947,1610612763,home
21100948,1610612745,home
21100949,1610612749,home
21100950,1610612762,home
21100951,1610612737,home
21100952,1610612747,home
21100953,1610612766,home
21100954,1610612748,home
21100955,1610612765,home
21100956,1610612759,home
21100957,1610612750,home
21100958,1610612743,home
21100959,1610612746,home
21100960,1610612764,home
21100961,1610612754,home
21100962,1610612751,home
21100963,1610612749,home
21100964,1610612763,home
21100965,1610612759,home
21100966,1610612737,home
21100967,1610612738,home
21100968,1610612760,home
21100969,1610612762,home
21100970,1610612744,home
21100971,1610612753,home
21100972,1610612739,home
21100973,1610612754,home
21100974,1610612752,home
21100975,1610612749,home
21100976,1610612760,home
21100977,1610612756,home
21100978,1610612765,home
21100979,1610612738,home
21100980,1610612761,home
21100981,1610612764,home
21100982,1610612766,home
21100983,1610612737,home
21100984,1610612741,home
21100985,1610612763,home
21100986,1610612745,home
21100987,1610612750,home
21100988,1610612762,home
21100989,1610612758,home
21100990,1610612744,home
21200001,1610612739,home
21200002,1610612748,home
21200003,1610612747,home
21200004,1610612761,home
21200005,1610612755,home
21200006,1610612765,home
21200007,1610612741,home
21200008,1610612740,home
21200009,1610612762,home
21200010,1610612756,home
21200011,1610612746,home
21200012,1610612757,home
21200013,1610612751,home
21200014,1610612759,home
21200015,1610612766,home
21200016,1610612753,home
21200017,1610612738,home
21200018,1610612737,home
21200019,1610612739,home
21200020,1610612752,home
21200021,1610612740,home
21200022,1610612760,home
21200023,1610612750,home
21200024,1610612756,home
21200025,1610612747,home
21200026,1610612744,home
21200027,1610612764,home
21200028,1610612754,home
21200029,1610612751,home
21200030,1610612748,home
21200031,1610612741,home
21200032,1610612745,home
21200033,1610612749,home
21200034,1610612742,home
21200035,1610612759,home
21200036,1610612746,home
21200037,1610612752,home
21200038,1610612761,home
21200039,1610612753,home
21200040,1610612760,home
21200041,1610612747,home
21200042,1610612755,home
21200043,1610612751,home
21200044,1610612748,home
21200045,1610612763,home
21200046,1610612742,home
21200047,1610612759,home
21200048,1610612758,home
21200049,1610612746,home
21200050,1610612741,home
21200051,1610612760,home
21200052,1610612743,home
21200053,1610612766,home
21200054,1610612738,home
21200055,1610612737,home
21200056,1610612748,home
21200057,1610612749,home
21200058,1610612740,home
21200059,1610612745,home
21200060,1610612750,home
21200061,1610612742,home
21200062,1610612762,home
21200063,1610612758,home
21200064,1610612746,home
21200065,1610612744,home
21200066,1610612741,home
21200067,1610612757,home
21200068,1610612764,home
21200069,1610612753,home
21200070,1610612738,home
21200071,1610612752,home
21200072,1610612737,home
21200073,1610612763,home
21200074,1610612740,home
21200075,1610612760,home
21200076,1610612750,home
21200077,1610612756,home
21200078,1610612758,home
21200079,1610612743,home
21200080,1610612747,home
21200081,1610612761,home
21200082,1610612754,home
21200083,1610612766,home
21200084,1610612741,home
21200085,1610612745,home
21200086,1610612749,home
21200087,1610612762,home
21200088,1610612757,home
21200089,1610612744,home
21200090,1610612751,home
21200091,1610612746,home
21200092,1610612763,home
21200093,1610612760,home
21200094,1610612747,home
21200095,1610612761,home
21200096,1610612755,home
21200097,1610612765,home
21200098,1610612741,home
21200099,1610612745,home
21200100,1610612742,home
21200101,1610612756,home
21200102,1610612757,home
21200103,1610612766,home
21200104,1610612753,home
21200105,1610612754,home
21200106,1610612751,home
21200107,1610612758,home
21200108,1610612747,home
21200109,1610612755,home
21200110,1610612738,home
21200111,1610612749,home
21200112,1610612745,home
21200113,1610612760,home
21200114,1610612750,home
21200115,1610612742,home
21200116,1610612756,home
21200117,1610612746,home
21200118,1610612744,home
21200119,1610612751,home
21200120,1610612759,home
21200121,1610612743,home
21200122,1610612755,home
21200123,1610612765,home
21200124,1610612754,home
21200125,1610612740,home
21200126,1610612750,home
21200127,1610612763,home
21200128,1610612758,home
21200129,1610612757,home
21200130,1610612747,home
21200131,1610612738,home
21200132,1610612746,home
21200133,1610612764,home
21200134,1610612766,home
21200135,1610612739,home
21200136,1610612749,home
21200137,1610612759,home
21200138,1610612756,home
21200139,1610612752,home
21200140,1610612761,home
21200141,1610612755,home
21200142,1610612758,home
21200143,1610612760,home
21200144,1610612765,home
21200145,1610612757,home
21200146,1610612747,home
21200147,1610612764,home
21200148,1610612766,home
21200149,1610612737,home
21200150,1610612763,home
21200151,1610612742,home
21200152,1610612759,home
21200153,1610612762,home
21200154,1610612755,home
21200155,1610612740,home
21200156,1610612747,home
21200157,1610612766,home
21200158,1610612753,home
21200159,1610612739,home
21200160,1610612754,home
21200161,1610612738,home
21200162,1610612737,home
21200163,1610612748,home
21200164,1610612760,home
21200165,1610612745,home
21200166,1610612750,home
21200167,1610612742,home
21200168,1610612756,home
21200169,1610612758,home
21200170,1610612744,home
21200171,1610612766,home
21200172,1610612753,home
21200173,1610612738,home
21200174,1610612751,home
21200175,1610612765,home
21200176,1610612754,home
21200177,1610612763,home
21200178,1610612745,home
21200179,1610612743,home
21200180,1610612762,home
21200181,1610612756,home
21200182,1610612757,home
21200183,1610612755,home
21200184,1610612764,home
21200185,1610612737,home
21200186,1610612748,home
21200187,1610612742,home
21200188,1610612749,home
21200189,1610612758,home
21200190,1610612744,home
21200191,1610612761,home
21200192,1610612752,home
21200193,1610612751,home
21200194,1610612755,home
21200195,1610612753,home
21200196,1610612743,home
21200197,1610612764,home
21200198,1610612765,home
21200199,1610612741,home
21200200,1610612763,home
21200201,1610612760,home
21200202,1610612762,home
21200203,1610612746,home
21200204,1610612755,home
21200205,1610612739,home
21200206,1610612745,home
21200207,1610612758,home
21200208,1610612747,home
21200209,1610612764,home
21200210,1610612753,home
21200211,1610612738,home
21200212,1610612737,home
21200213,1610612765,home
21200214,1610612741,home
21200215,1610612749,home
21200216,1610612763,home
21200217,1610612740,home
21200218,1610612760,home
21200219,1610612746,home
21200220,1610612748,home
21200221,1610612744,home
21200222,1610612761,home
21200223,1610612766,home
21200224,1610612753,home
21200225,1610612738,home
21200226,1610612752,home
21200227,1610612737,home
21200228,1610612763,home
21200229,1610612760,home
21200230,1610612750,home
21200231,1610612758,home
21200232,1610612747,home
21200233,1610612748,home
21200234,1610612739,home
21200235,1610612741,home
21200236,1610612740,home
21200237,1610612745,home
21200238,1610612749,home
21200239,1610612759,home
21200240,1610612742,home
21200241,1610612746,home
21200242,1610612744,home
21200243,1610612752,home
21200244,1610612747,home
21200245,1610612766,home
21200246,1610612765,home
21200247,1610612740,home
21200248,1610612743,home
21200249,1610612762,home
21200250,1610612744,home
21200251,1610612755,home
21200252,1610612764,home
21200253,1610612751,home
21200254,1610612741,home
21200255,1610612763,home
21200256,1610612745,home
21200257,1610612766,home
21200258,1610612754,home
21200259,1610612738,home
21200260,1610612737,home
21200261,1610612765,home
21200262,1610612739,home
21200263,1610612740,home
21200264,1610612759,home
21200265,1610612762,home
21200266,1610612758,home
21200267,1610612746,home
21200268,1610612748,home
21200269,1610612756,home
21200270,1610612755,home
21200271,1610612754,home
21200272,1610612751,home
21200273,1610612737,home
21200274,1610612765,home
21200275,1610612740,home
21200276,1610612750,home
21200277,1610612749,home
21200278,1610612759,home
21200279,1610612762,home
21200280,1610612760,home
21200281,1610612758,home
21200282,1610612746,home
21200283,1610612764,home
21200284,1610612766,home
21200285,1610612738,home
21200286,1610612748,home
21200287,1610612739,home
21200288,1610612741,home
21200289,1610612763,home
21200290,1610612745,home
21200291,1610612757,home
21200292,1610612746,home
21200293,1610612751,home
21200294,1610612760,home
21200295,1610612752,home
21200296,1610612756,home
21200297,1610612747,home
21200298,1610612755,home
21200299,1610612766,home
21200300,1610612748,home
21200301,1610612745,home
21200302,1610612742,home
21200303,1610612757,home
21200304,1610612751,home
21200305,1610612739,home
21200306,1610612765,home
21200307,1610612740,home
21200308,1610612741,home
21200309,1610612761,home
21200310,1610612753,home
21200311,1610612754,home
21200312,1610612755,home
21200313,1610612766,home
21200314,1610612748,home
21200315,1610612738,home
21200316,1610612749,home
21200317,1610612745,home
21200318,1610612760,home
21200319,1610612750,home
21200320,1610612756,home
21200321,1610612762,home
21200322,1610612737,home
21200323,1610612752,home
21200324,1610612757,home
21200325,1610612761,home
21200326,1610612764,home
21200327,1610612754,home
21200328,1610612751,home
21200329,1610612739,home
21200330,1610612753,home
21200331,1610612740,home
21200332,1610612745,home
21200333,1610612760,home
21200334,1610612756,home
21200335,1610612743,home
21200336,1610612766,home
21200337,1610612737,home
21200338,1610612752,home
21200339,1610612748,home
21200340,1610612765,home
21200341,1610612741,home
21200342,1610612750,home
21200343,1610612749,home
21200344,1610612759,home
21200345,1610612762,home
21200346,1610612761,home
21200347,1610612755,home
21200348,1610612758,home
21200349,1610612757,home
21200350,1610612753,home
21200351,1610612752,home
21200352,1610612765,home
21200353,1610612763,home
21200354,1610612760,home
21200355,1610612756,home
21200356,1610612764,home
21200357,1610612739,home
21200358,1610612751,home
21200359,1610612748,home
21200360,1610612741,home
21200361,1610612749,home
21200362,1610612742,home
21200363,1610612743,home
21200364,1610612747,home
21200365,1610612744,home
21200366,1610612761,home
21200367,1610612752,home
21200368,1610612753,home
21200369,1610612754,home
21200370,1610612738,home
21200371,1610612737,home
21200372,1610612745,home
21200373,1610612756,home
21200374,1610612763,home
21200375,1610612758,home
21200376,1610612746,home
21200377,1610612750,home
21200378,1610612742,home
21200379,1610612757,home
21200380,1610612761,home
21200381,1610612755,home
21200382,1610612738,home
21200383,1610612752,home
21200384,1610612765,home
21200385,1610612739,home
21200386,1610612763,home
21200387,1610612759,home
21200388,1610612746,home
21200389,1610612744,home
21200390,1610612764,home
21200391,1610612737,home
21200392,1610612748,home
21200393,1610612740,home
21200394,1610612745,home
21200395,1610612749,home
21200396,1610612743,home
21200397,1610612757,home
21200398,1610612744,home
21200399,1610612751,home
21200400,1610612752,home
21200401,1610612753,home
21200402,1610612759,home
21200403,1610612756,home
21200404,1610612758,home
21200405,1610612751,home
21200406,1610612747,home
21200407,1610612748,home
21200408,1610612741,home
21200409,1610612746,home
21200410,1610612764,home
21200411,1610612766,home
21200412,1610612753,home
21200413,1610612754,home
21200414,1610612737,home
21200415,1610612749,home
21200416,1610612763,home
21200417,1610612750,home
21200418,1610612759,home
21200419,1610612743,home
21200420,1610612762,home
21200421,1610612756,home
21200422,1610612757,home
21200423,1610612760,home
21200424,1610612746,home
21200425,1610612764,home
21200426,1610612754,home
21200427,1610612751,home
21200428,1610612765,home
21200429,1610612739,home
21200430,1610612740,home
21200431,1610612742,home
21200432,1610612759,home
21200433,1610612762,home
21200434,1610612758,home
21200435,1610612747,home
21200436,1610612744,home
21200437,1610612766,home
21200438,1610612737,home
21200439,1610612753,home
21200440,1610612751,home
21200441,1610612741,home
21200442,1610612763,home
21200443,1610612745,home
21200444,1610612750,home
21200445,1610612749,home
21200446,1610612757,home
21200447,1610612744,home
21200448,1610612765,home
21200449,1610612742,home
21200450,1610612758,home
21200451,1610612746,home
21200452,1610612754,home
21200453,1610612741,home
21200454,1610612753,home
21200455,1610612745,home
21200456,1610612760,home
21200457,1610612759,home
21200458,1610612764,home
21200459,1610612752,home
21200460,1610612765,home
21200461,1610612740,home
21200462,1610612743,home
21200463,1610612747,home
21200464,1610612761,home
21200465,1610612753,home
21200466,1610612739,home
21200467,1610612754,home
21200468,1610612738,home
21200469,1610612748,home
21200470,1610612749,home
21200471,1610612745,home
21200472,1610612760,home
21200473,1610612762,home
21200474,1610612756,home
21200475,1610612744,home
21200476,1610612752,home
21200477,1610612743,home
21200478,1610612761,home
21200479,1610612764,home
21200480,1610612766,home
21200481,1610612748,home
21200482,1610612765,home
21200483,1610612738,home
21200484,1610612763,home
21200485,1610612760,home
21200486,1610612749,home
21200487,1610612756,home
21200488,1610612746,home
21200489,1610612737,home
21200490,1610612753,home
21200491,1610612754,home
21200492,1610612751,home
21200493,1610612739,home
21200494,1610612750,home
21200495,1610612742,home
21200496,1610612759,home
21200497,1610612743,home
21200498,1610612746,home
21200499,1610612761,home
21200500,1610612748,home
21200501,1610612765,home
21200502,1610612756,home
21200503,1610612747,home
21200504,1610612764,home
21200505,1610612752,home
21200506,1610612741,home
21200507,1610612740,home
21200508,1610612762,home
21200509,1610612758,home
21200510,1610612757,home
21200511,1610612755,home
21200512,1610612754,home
21200513,1610612749,home
21200514,1610612745,home
21200515,1610612750,home
21200516,1610612761,home
21200517,1610612766,home
21200518,1610612739,home
21200519,1610612738,home
21200520,1610612741,home
21200521,1610612740,home
21200522,1610612759,home
21200523,1610612760,home
21200524,1610612743,home
21200525,1610612746,home
21200526,1610612744,home
21200527,1610612754,home
21200528,1610612758,home
21200529,1610612757,home
21200530,1610612761,home
21200531,1610612738,home
21200532,1610612751,home
21200533,1610612737,home
21200534,1610612752,home
21200535,1610612763,home
21200536,1610612740,home
21200537,1610612749,home
21200538,1610612743,home
21200539,1610612747,home
21200540,1610612744,home
21200541,1610612746,home
21200542,1610612764,home
21200543,1610612754,home
21200544,1610612755,home
21200545,1610612765,home
21200546,1610612741,home
21200547,1610612742,home
21200548,1610612758,home
21200549,1610612752,home
21200550,1610612761,home
21200551,1610612751,home
21200552,1610612759,home
21200553,1610612743,home
21200554,1610612757,home
21200555,1610612747,home
21200556,1610612764,home
21200557,1610612738,home
21200558,1610612741,home
21200559,1610612763,home
21200560,1610612742,home
21200561,1610612762,home
21200562,1610612756,home
21200563,1610612758,home
21200564,1610612755,home
21200565,1610612766,home
21200566,1610612751,home
21200567,1610612745,home
21200568,1610612743,home
21200569,1610612747,home
21200570,1610612761,home
21200571,1610612753,home
21200572,1610612737,home
21200573,1610612738,home
21200574,1610612760,home
21200575,1610612742,home
21200576,1610612759,home
21200577,1610612758,home
21200578,1610612757,home
21200579,1610612744,home
21200580,1610612765,home
21200581,1610612750,home
21200582,1610612756,home
21200583,1610612747,home
21200584,1610612738,home
21200585,1610612755,home
21200586,1610612753,home
21200587,1610612754,home
21200588,1610612751,home
21200589,1610612763,home
21200590,1610612759,home
21200591,1610612743,home
21200592,1610612742,home
21200593,1610612766,home
21200594,1610612737,home
21200595,1610612741,home
21200596,1610612740,home
21200597,1610612750,home
21200598,1610612762,home
21200599,1610612757,home
21200600,1610612746,home
21200601,1610612761,home
21200602,1610612753,home
21200603,1610612765,home
21200604,1610612743,home
21200605,1610612763,home
21200606,1610612740,home
21200607,1610612766,home
21200608,1610612737,home
21200609,1610612752,home
21200610,1610612744,home
21200611,1610612755,home
21200612,1610612741,home
21200613,1610612757,home
21200614,1610612739,home
21200615,1610612765,home
21200616,1610612749,home
21200617,1610612746,home
21200618,1610612766,home
21200619,1610612748,home
21200620,1610612741,home
21200621,1610612763,home
21200622,1610612745,home
21200623,1610612750,home
21200624,1610612759,home
21200625,1610612762,home
21200626,1610612758,home
21200627,1610612757,home
21200628,1610612744,home
21200629,1610612753,home
21200630,1610612738,home
21200631,1610612756,home
21200632,1610612764,home
21200633,1610612737,home
21200634,1610612748,home
21200635,1610612739,home
21200636,1610612741,home
21200637,1610612763,home
21200638,1610612740,home
21200639,1610612742,home
21200640,1610612758,home
21200641,1610612747,home
21200642,1610612761,home
21200643,1610612755,home
21200644,1610612764,home
21200645,1610612766,home
21200646,1610612745,home
21200647,1610612749,home
21200648,1610612759,home
21200649,1610612743,home
21200650,1610612762,home
21200651,1610612757,home
21200652,1610612738,home
21200653,1610612747,home
21200654,1610612753,home
21200655,1610612763,home
21200656,1610612752,home
21200657,1610612742,home
21200658,1610612746,home
21200659,1610612761,home
21200660,1610612755,home
21200661,1610612764,home
21200662,1610612751,home
21200663,1610612741,home
21200664,1610612743,home
21200665,1610612762,home
21200666,1610612739,home
21200667,1610612765,home
21200668,1610612757,home
21200669,1610612747,home
21200670,1610612755,home
21200671,1610612754,home
21200672,1610612738,home
21200673,1610612752,home
21200674,1610612737,home
21200675,1610612751,home
21200676,1610612749,home
21200677,1610612750,home
21200678,1610612759,home
21200679,1610612743,home
21200680,1610612762,home
21200681,1610612756,home
21200682,1610612760,home
21200683,1610612744,home
21200684,1610612761,home
21200685,1610612754,home
21200686,1610612738,home
21200687,1610612751,home
21200688,1610612752,home
21200689,1610612755,home
21200690,1610612765,home
21200691,1610612763,home
21200692,1610612743,home
21200693,1610612762,home
21200694,1610612756,home
21200695,1610612750,home
21200696,1610612737,home
21200697,1610612752,home
21200698,1610612739,home
21200699,1610612745,home
21200700,1610612750,home
21200701,1610612749,home
21200702,1610612759,home
21200703,1610612757,home
21200704,1610612744,home
21200705,1610612738,home
21200706,1610612765,home
21200707,1610612761,home
21200708,1610612755,home
21200709,1610612764,home
21200710,1610612752,home
21200711,1610612748,home
21200712,1610612760,home
21200713,1610612750,home
21200714,1610612762,home
21200715,1610612754,home
21200716,1610612751,home
21200717,1610612763,home
21200718,1610612745,home
21200719,1610612743,home
21200720,1610612761,home
21200721,1610612755,home
21200722,1610612764,home
21200723,1610612753,home
21200724,1610612739,home
21200725,1610612737,home
21200726,1610612748,home
21200727,1610612765,home
21200728,1610612740,home
21200729,1610612760,home
21200730,1610612742,home
21200731,1610612750,home
21200732,1610612762,home
21200733,1610612738,home
21200734,1610612743,home
21200735,1610612764,home
21200736,1610612766,home
21200737,1610612754,home
21200738,1610612737,home
21200739,1610612765,home
21200740,1610612739,home
21200741,1610612748,home
21200742,1610612763,home
21200743,1610612745,home
21200744,1610612760,home
21200745,1610612750,home
21200746,1610612762,home
21200747,1610612739,home
21200748,1610612755,home
21200749,1610612749,home
21200750,1610612742,home
21200751,1610612758,home
21200752,1610612752,home
21200753,1610612748,home
21200754,1610612738,home
21200755,1610612761,home
21200756,1610612753,home
21200757,1610612763,home
21200758,1610612751,home
21200759,1610612756,home
21200760,1610612758,home
21200761,1610612755,home
21200762,1610612766,home
21200763,1610612739,home
21200764,1610612754,home
21200765,1610612765,home
21200766,1610612741,home
21200767,1610612749,home
21200768,1610612742,home
21200769,1610612761,home
21200770,1610612748,home
21200771,1610612763,home
21200772,1610612762,home
21200773,1610612747,home
21200774,1610612744,home
21200775,1610612753,home
21200776,1610612739,home
21200777,1610612754,home
21200778,1610612738,home
21200779,1610612751,home
21200780,1610612752,home
21200781,1610612765,home
21200782,1610612749,home
21200783,1610612740,home
21200784,1610612750,home
21200785,1610612742,home
21200786,1610612746,home
21200787,1610612760,home
21200788,1610612747,home
21200789,1610612764,home
21200790,1610612753,home
21200791,1610612751,home
21200792,1610612765,home
21200793,1610612740,home
21200794,1610612743,home
21200795,1610612762,home
21200796,1610612758,home
21200797,1610612757,home
21200798,1610612761,home
21200799,1610612766,home
21200800,1610612739,home
21200801,1610612754,home
21200802,1610612737,home
21200803,1610612749,home
21200804,1610612745,home
21200805,1610612750,home
21200806,1610612742,home
21200807,1610612747,home
21200808,1610612744,home
21200809,1610612741,home
21200810,1610612746,home
21200811,1610612761,home
21200812,1610612764,home
21200813,1610612766,home
21200814,1610612754,home
21200815,1610612751,home
21200816,1610612737,home
21200817,1610612763,home
21200818,1610612740,home
21200819,1610612760,home
21200820,1610612756,home
21200821,1610612747,home
21200822,1610612744,home
21200823,1610612764,home
21200824,1610612766,home
21200825,1610612753,home
21200826,1610612755,home
21200827,1610612765,home
21200828,1610612749,home
21200829,1610612746,home
21200830,1610612742,home
21200831,1610612751,home
21200832,1610612750,home
21200833,1610612748,home
21200834,1610612740,home
21200835,1610612752,home
21200836,1610612756,home
21200837,1610612757,home
21200838,1610612760,home
21200839,1610612761,home
21200840,1610612765,home
21200841,1610612743,home
21200842,1610612762,home
21200843,1610612755,home
21200844,1610612754,home
21200845,1610612748,home
21200846,1610612741,home
21200847,1610612740,home
21200848,1610612742,home
21200849,1610612756,home
21200850,1610612746,home
21200851,1610612753,home
21200852,1610612739,home
21200853,1610612752,home
21200854,1610612764,home
21200855,1610612763,home
21200856,1610612745,home
21200857,1610612760,home
21200858,1610612759,home
21200859,1610612762,home
21200860,1610612757,home
21200861,1610612754,home
21200862,1610612741,home
21200863,1610612747,home
21200864,1610612761,home
21200865,1610612764,home
21200866,1610612753,home
21200867,1610612738,home
21200868,1610612748,home
21200869,1610612739,home
21200870,1610612751,home
21200871,1610612740,home
21200872,1610612759,home
21200873,1610612762,home
21200874,1610612756,home
21200875,1610612743,home
21200876,1610612755,home
21200877,1610612741,home
21200878,1610612749,home
21200879,1610612757,home
21200880,1610612752,home
21200881,1610612746,home
21200882,1610612764,home
21200883,1610612753,home
21200884,1610612758,home
21200885,1610612745,home
21200886,1610612759,home
21200887,1610612754,home
21200888,1610612747,home
21200889,1610612739,home
21200890,1610612749,home
21200891,1610612740,home
21200892,1610612750,home
21200893,1610612743,home
21200894,1610612757,home
21200895,1610612744,home
21200896,1610612755,home
21200897,1610612760,home
21200898,1610612758,home
21200899,1610612766,home
21200900,1610612739,home
21200901,1610612754,home
21200902,1610612737,home
21200903,1610612748,home
21200904,1610612765,home
21200905,1610612763,home
21200906,1610612740,home
21200907,1610612750,home
21200908,1610612742,home
21200909,1610612759,home
21200910,1610612756,home
21200911,1610612746,home
21200912,1610612744,home
21200913,1610612752,home
21200914,1610612743,home
21200915,1610612766,home
21200916,1610612753,home
21200917,1610612738,home
21200918,1610612751,home
21200919,1610612765,home
21200920,1610612739,home
21200921,1610612748,home
21200922,1610612741,home
21200923,1610612759,home
21200924,1610612758,home
21200925,1610612747,home
21200926,1610612744,home
