Season,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2014,400,Kenyon Martin,PF,37,MIL,11,104,10,0.437,0,0.091,6.7,14.2,10.5,7,2.5,4.9,11.6,11.2,0,0.2,0.2,0.086,-4.4,3.6,-0.8,0
2013,283,Kenyon Martin,PF,36,NYK,32,633,12.2,0.521,0.008,0.154,6.5,18.7,12.5,11.9,2.1,3.8,16.5,11.6,0.5,0.7,1.2,0.09,-2,3.1,1.1,0.5
2012,273,Kenyon Martin,C,35,NYK,18,431,13.9,0.583,0,0.43,8.9,17.1,12.9,2.9,2,3.4,12.6,13.7,0.6,0.6,1.2,0.128,-1.2,1.8,0.5,0.3
2011,278,Kenyon Martin,PF,34,LAC,42,940,9.9,0.445,0.059,0.245,6.1,16.9,11.5,2.9,2.5,3.8,11.6,13.5,-0.3,1.2,0.9,0.048,-4,2.5,-1.5,0.1
2010,182,Kenyon Martin,PF,33,DEN,48,1233,14.1,0.526,0.025,0.199,6.5,20.9,13.9,13.6,1.8,2.2,13,16.4,1,1.6,2.7,0.104,-0.9,2.7,1.8,1.2
2009,157,Kenyon Martin,PF,32,DEN,58,1986,13.4,0.481,0.047,0.269,8.3,23.3,15.8,8.5,1.8,2.3,11.6,17.5,0.4,2.8,3.3,0.079,-2,2.2,0.2,1.1
2008,132,Kenyon Martin,PF,31,DEN,66,2111,13.6,0.523,0.059,0.304,4.6,16.8,10.9,10,2.3,2.7,12.4,17.7,0.9,3.1,4,0.09,-1.6,2.5,0.9,1.6
2007,94,Kenyon Martin,PF,30,DEN,71,2159,14.7,0.553,0.016,0.303,5.4,17.5,11.6,6.3,2,2.8,10.3,17.4,2,3,5,0.111,-1.5,1.6,0.1,1.1
2006,402,Kenyon Martin,PF,29,DEN,2,63,5.4,0.446,0.063,0.75,10.9,24.7,17.9,2.4,0,0,19,17.9,-0.1,0.1,0,-0.036,-7,-3.3,-10.2,-0.1
2005,130,Kenyon Martin,PF,28,DEN,56,1546,16.7,0.533,0.037,0.283,7.1,19.4,13.3,8.8,1.4,2.5,9.6,21.6,1.8,2,3.8,0.117,-0.8,0.6,-0.2,0.7
2004,82,Kenyon Martin,PF,27,DEN,70,2272,17.5,0.521,0.013,0.34,7.4,18.4,13,13,2.3,2.6,12.5,23.4,1.7,3.6,5.3,0.111,-0.5,2.1,1.6,2.1
2003,57,Kenyon Martin,PF,26,NJN,65,2252,18.7,0.528,0.028,0.327,7,25.3,16.2,13.7,2.3,2.8,14,25,1.5,5.1,6.7,0.142,-1,2.9,1.9,2.2
2002,50,Kenyon Martin,PF,25,NJN,77,2628,16.9,0.511,0.04,0.362,7.1,20.7,13.9,13,2,2,13.3,24.8,1.8,5.3,7.1,0.129,-0.8,2,1.2,2.1
2001,99,Kenyon Martin,PF,24,NJN,73,2504,14.5,0.503,0.07,0.278,5,12.4,8.7,13,1.9,3.5,13.7,22.4,0.6,4.2,4.9,0.093,-1.3,2.2,0.9,1.8
2000,193,Kenyon Martin,PF,23,NJN,68,2272,13.4,0.472,0.014,0.247,6.7,19,12.7,10.4,1.8,3.7,13.8,19.9,-0.4,2.5,2.1,0.044,-2.6,1.9,-0.7,0.8
2003,381,Keon Clark,PF,28,UTA,2,27,8.8,0.333,0,0,4.5,28,16.1,6.1,2.1,0,0,10.3,0,0,0,0.058,-5.6,0,-5.5,0
2002,102,Keon Clark,C,27,SAC,80,1780,13.9,0.528,0.009,0.284,8.8,17.9,13.6,6.5,1.1,5.6,15.6,14.9,1.3,3.4,4.7,0.127,-2.5,3.6,1.1,1.4
2001,85,Keon Clark,C,26,TOR,81,2185,16.7,0.522,0.006,0.297,9.3,22.9,15.8,7.1,1.4,4.2,13.8,21.2,1.7,3.6,5.3,0.116,-2,1.6,-0.5,0.8
2000,122,Keon Clark,PF,25,TOT,81,1720,15.6,0.512,0.002,0.462,8.6,19.6,14,6.8,1,6.3,12.6,18.6,1.5,2.2,3.7,0.104,-2.3,2.1,-0.3,0.7
2004,353,Kerry Kittles,SG,30,LAC,11,243,10,0.446,0.288,0.137,0.5,14.9,7.9,13.4,1.8,0.9,8.3,16.1,0,0.2,0.2,0.04,-2.5,-0.4,-2.9,-0.1
2003,42,Kerry Kittles,SG,29,NJN,82,2842,14.7,0.526,0.288,0.142,2.3,11.2,6.8,12.9,2.4,1.1,8.5,18.4,3.1,4.5,7.6,0.128,0.5,1,1.5,2.5
2002,40,Kerry Kittles,SG,28,NJN,65,1951,18.3,0.55,0.308,0.19,3.1,11.7,7.4,15.4,2.7,1.2,6.7,19.1,4.2,3.4,7.7,0.188,2.6,1.3,3.9,2.9
2001,35,Kerry Kittles,SG,27,NJN,82,2601,16.1,0.542,0.257,0.183,2.9,9,5.9,13.9,2.6,0.9,9.7,19.4,3.8,3.9,7.7,0.141,1.5,0.7,2.1,2.7
2005,438,Kevin Burleson,PG,26,CHA,39,340,5.1,0.367,0.614,0.193,1.3,8,4.4,20.8,3.9,0.5,20.8,15.7,-0.6,0.4,-0.2,-0.032,-4.3,0,-4.3,-0.2
2014,82,Kevin Durant,SF,26,OKC,27,913,27.6,0.633,0.34,0.366,1.9,18.7,10.4,22.2,1.3,2.2,12,29.1,3.8,1,4.8,0.252,6.3,-0.2,6.1,1.9
2013,1,Kevin Durant,SF,25,OKC,81,3122,29.8,0.635,0.291,0.477,2.2,18.6,10.8,26.7,1.7,1.5,12.2,33,14.8,4.4,19.2,0.295,8.4,0.4,8.8,8.5
2012,2,Kevin Durant,SF,24,OKC,81,3119,28.3,0.647,0.233,0.523,1.8,20.3,11.8,21.7,1.9,2.6,13.7,29.8,13.6,5.3,18.9,0.291,6.2,1.4,7.7,7.6
2011,3,Kevin Durant,SF,23,OKC,66,2546,26.2,0.61,0.265,0.386,1.9,20.4,11.8,17.5,1.8,2.2,14,31.3,8.5,3.7,12.2,0.23,4.7,0.5,5.2,4.6
2010,7,Kevin Durant,SF,22,OKC,78,3038,23.6,0.589,0.269,0.439,2.3,17.7,10.3,13.2,1.5,1.8,10.6,30.6,8.6,3.3,12,0.189,3.7,-0.8,2.9,3.7
2009,2,Kevin Durant,SF,21,OKC,82,3239,26.2,0.607,0.21,0.504,3.8,17.9,11,13.5,1.8,1.9,11.7,32,11.1,5,16.1,0.238,4.9,0.2,5.1,5.8
2008,33,Kevin Durant,SF,20,OKC,74,2885,20.8,0.577,0.165,0.377,3,16.4,9.6,13.5,1.7,1.4,12.2,28.3,5.2,2.7,7.9,0.132,2.2,-0.5,1.8,2.8
2007,198,Kevin Durant,SG,19,SEA,80,2768,15.8,0.519,0.15,0.328,2.8,10.9,6.9,12,1.4,1.9,12.9,28.1,0.4,1.9,2.3,0.04,-0.6,-0.7,-1.4,0.4
2000,404,Kevin Edwards,SG,35,VAN,46,634,8.3,0.414,0.112,0.312,4.2,10.6,7.4,12.9,2.4,0.9,16.1,16.6,-0.6,0.5,-0.1,-0.011,-4.6,0.2,-4.4,-0.4
2014,236,Kevin Garnett,PF,38,TOT,47,952,15.2,0.496,0.023,0.147,5.7,31.1,18.3,13.1,2.5,1.4,12.4,17.8,0.4,1.5,1.9,0.096,-2.6,2.4,-0.2,0.4
2013,280,Kevin Garnett,C,37,BRK,54,1109,13.3,0.467,0.008,0.132,6.5,32.1,19.3,12.4,2,3,15.5,18.9,-0.7,1.9,1.2,0.054,-4.7,2.8,-1.9,0
2012,72,Kevin Garnett,C,36,BOS,68,2022,19.2,0.535,0.019,0.236,4.5,25.8,15.5,14.4,2,2.4,10.5,24.5,1.8,3.8,5.6,0.133,-1.2,2.3,1,1.5
2011,27,Kevin Garnett,C,35,BOS,60,1864,20.4,0.55,0.012,0.243,4.4,25.8,15.6,17.9,1.6,2.5,11.1,24.9,2.6,4.3,6.9,0.178,0.2,3.3,3.6,2.6
2010,26,Kevin Garnett,PF,34,BOS,71,2220,20.6,0.575,0.006,0.264,4.9,28.7,17.5,13.5,2.3,2,11.1,22.3,3.4,5.6,9,0.194,0,4.1,4,3.4
2009,41,Kevin Garnett,PF,33,BOS,69,2060,19.4,0.569,0.006,0.286,4.8,24.8,15.1,15.7,1.7,2.2,10.4,22.1,3.6,3.8,7.3,0.171,0,2.6,2.6,2.4
2008,45,Kevin Garnett,PF,32,BOS,57,1772,21.2,0.563,0.011,0.178,5.6,26.7,16.6,14.7,1.9,3.1,10.1,23.4,3,4.1,7.1,0.193,0.2,3.7,4,2.7
2007,6,Kevin Garnett,PF,31,BOS,71,2328,25.3,0.588,0.011,0.339,7.3,25.1,16.8,19.9,2.3,3.1,10.8,25.5,6.6,6.2,12.9,0.265,2.7,4.7,7.4,5.5
2006,13,Kevin Garnett,PF,30,MIN,76,2995,24.1,0.546,0.042,0.371,7.5,30.8,19.5,19.5,1.6,3.2,11.6,27.4,5.7,4.9,10.7,0.171,1.8,3.2,5,5.2
2005,5,Kevin Garnett,PF,29,MIN,76,2957,26.8,0.589,0.025,0.411,8.9,29.7,19.6,20.2,1.9,2.7,11.3,25.5,9,5.9,14.9,0.242,4.4,3.5,7.9,7.4
2004,1,Kevin Garnett,PF,28,MIN,82,3121,28.2,0.567,0.018,0.404,9.5,30.2,20.3,27.1,2.1,2.6,12.2,27.1,10.1,6,16.1,0.248,5.3,4.4,9.7,9.3
2003,1,Kevin Garnett,PF,27,MIN,82,3231,29.4,0.547,0.027,0.289,9.1,30,20.1,24.4,2,4,10.5,29.6,10.4,8,18.3,0.272,4.9,5,9.9,9.8
2002,4,Kevin Garnett,PF,26,MIN,82,3321,26.4,0.553,0.048,0.339,8.6,28.5,18.8,25.8,1.8,2.8,11.9,26.4,9.8,5.8,15.6,0.225,5,3.7,8.7,9
2001,6,Kevin Garnett,PF,25,MIN,81,3175,23.8,0.536,0.083,0.32,9,26.5,17.8,22.4,1.6,2.9,12.5,26,7.9,4.9,12.8,0.194,3.6,3.1,6.7,7
2000,10,Kevin Garnett,PF,24,MIN,81,3202,23.9,0.531,0.045,0.317,7.7,25.3,16.4,21.8,1.8,3.2,12,27,7,4.8,11.8,0.176,3,2.7,5.7,6.2
2012,364,Kevin Jones,PF,23,CLE,32,334,11.1,0.418,0,0.14,12.6,14.5,13.5,4.8,1.4,1.2,6.6,16.2,0.1,0.2,0.2,0.032,-3.4,-1.8,-5.2,-0.3
2014,20,Kevin Love,PF,26,CLE,75,2532,18.8,0.562,0.412,0.337,6.5,26.3,16.6,10.7,1,1.2,10,21.7,5.8,2.9,8.7,0.165,2,-0.1,1.9,2.5
2013,3,Kevin Love,PF,25,MIN,77,2797,26.9,0.591,0.355,0.445,8.5,29.5,18.7,21.4,1,1,10.3,28.8,10.6,3.7,14.3,0.245,7.2,1.2,8.4,7.3
2012,286,Kevin Love,PF,24,MIN,18,618,17.9,0.458,0.309,0.477,11.5,35.9,23.3,11.8,1.1,1.1,9.8,28.9,0.1,0.9,1.1,0.084,-0.8,-0.3,-1.1,0.1
2011,4,Kevin Love,PF,23,MIN,55,2145,25.4,0.568,0.266,0.434,11.6,26.4,19,10,1.1,0.9,9.2,28.8,7.6,2.3,10,0.223,5.1,-0.6,4.5,3.5
2010,9,Kevin Love,PF,22,MIN,73,2611,24.3,0.593,0.206,0.486,13.7,34.2,23.6,11.8,0.9,0.8,11.1,22.9,8.9,2.5,11.4,0.21,3.9,-0.2,3.7,3.8
2009,94,Kevin Love,PF,21,MIN,60,1714,20.7,0.549,0.164,0.427,14.5,28.6,21.5,12.9,1.3,1,13.2,22.4,3.4,1.5,4.9,0.138,1.8,0.1,1.9,1.7
2008,84,Kevin Love,C,20,MIN,81,2048,18.3,0.538,0.028,0.488,15.1,27.3,21,6.8,0.9,1.9,12.4,21,3.4,1.9,5.3,0.124,-0.7,-0.4,-1.1,0.5
2014,238,Kevin Martin,SG,31,MIN,39,1302,16.7,0.549,0.306,0.309,1.6,11.1,6.2,12.5,1.3,0.1,9.7,26.6,2,-0.1,1.9,0.069,1.8,-3.9,-2.1,0
2013,79,Kevin Martin,SG,30,MIN,68,2177,16.3,0.553,0.29,0.332,1.7,8.7,5.1,9.2,1.5,0.2,8.3,25,3.8,1.5,5.3,0.117,1.4,-2,-0.6,0.8
2012,40,Kevin Martin,SG,29,OKC,77,2136,16,0.608,0.477,0.316,1.8,7.4,4.8,7.9,1.7,0.3,10.2,21,5,2,7,0.157,2.7,-2.3,0.5,1.3
2011,126,Kevin Martin,SG,28,HOU,40,1264,16.5,0.554,0.419,0.333,1.2,8.6,4.9,14.5,1.2,0.2,10.2,24.7,2.7,0.6,3.3,0.125,2.7,-2.5,0.2,0.7
2010,22,Kevin Martin,SG,27,HOU,80,2603,21.4,0.601,0.362,0.528,1.2,10,5.6,13,1.6,0.4,10.5,29.6,8,1.5,9.5,0.175,4.4,-2.8,1.6,2.3
2009,124,Kevin Martin,SG,26,TOT,46,1633,17,0.561,0.303,0.491,2,9.7,5.8,11.2,1.4,0.3,9.8,25.3,3.2,1,4.2,0.123,1.5,-2.3,-0.7,0.5
2008,105,Kevin Martin,SG,25,SAC,51,1947,19.2,0.601,0.342,0.65,1.7,9.3,5.5,12.3,1.6,0.3,12.3,27.4,4.7,0.1,4.7,0.117,3.1,-3.4,-0.3,0.8
2007,31,Kevin Martin,SG,24,SAC,61,2216,21,0.618,0.291,0.632,2.6,11.8,7.3,10.1,1.4,0.2,10.1,26.2,7.4,1.1,8.4,0.183,3.9,-2.8,1.1,1.7
2006,16,Kevin Martin,SG,23,SAC,80,2818,20.1,0.614,0.312,0.534,2.8,11.6,7.1,10.9,1.8,0.3,9.3,23.2,8.3,1.9,10.2,0.173,3.8,-1.4,2.4,3.2
2005,76,Kevin Martin,SG,22,SAC,72,1913,14.8,0.604,0.328,0.407,3.6,12.3,8,8.3,1.5,0.3,11.2,17.4,3.6,1.9,5.5,0.137,0.8,-0.7,0.1,1
2004,386,Kevin Martin,PG,21,SAC,45,455,8.7,0.464,0.214,0.47,7.1,7.1,7.1,6.8,1.8,0.5,14.5,16.1,-0.1,0.2,0.1,0.016,-3.2,-1.7,-5,-0.3
2012,456,Kevin Murphy,SG,22,UTA,17,52,-4.5,0.268,0.179,0,0,9.1,4.5,6.1,1,0,9.7,27.1,-0.3,0,-0.3,-0.272,-12.4,-5.3,-17.6,-0.2
2009,349,Kevin Ollie,PG,37,OKC,25,263,7,0.453,0.022,0.178,1.3,9.3,5.5,10.8,1.8,0,11,9.3,0,0.3,0.3,0.059,-4,0.4,-3.5,-0.1
2008,267,Kevin Ollie,PG,36,MIN,50,850,9.9,0.525,0.007,0.64,1.7,8.9,5.2,20.2,1.2,0.4,15,12,0.9,0.3,1.2,0.067,-2.6,-1.2,-3.8,-0.4
2007,304,Kevin Ollie,SG,35,PHI,40,300,9.7,0.463,0.014,0.217,1.6,6,3.8,18.7,1.8,0,6.2,12.1,0.3,0.2,0.5,0.084,-2.8,-1.7,-4.6,-0.2
2006,318,Kevin Ollie,PG,34,PHI,53,919,8.4,0.481,0.011,0.241,1,8.6,4.8,21.8,1.2,0.1,18.5,12.8,0.1,0.5,0.6,0.03,-3.6,-1.5,-5.1,-0.7
2005,265,Kevin Ollie,SG,33,PHI,70,1069,7.8,0.491,0.017,0.282,1.4,9.3,5.4,13.8,1.6,0.2,12.9,9.6,0.5,0.5,1.1,0.048,-3.4,-0.9,-4.3,-0.6
2004,387,Kevin Ollie,PG,32,PHI,26,158,6.7,0.4,0,0.29,2.1,11.5,6.8,17.9,1.6,0,14.6,11.5,-0.1,0.1,0.1,0.025,-5.8,-0.5,-6.3,-0.2
2003,184,Kevin Ollie,PG,31,CLE,82,1401,12.2,0.51,0.035,0.685,1.8,11.6,6.7,25,1.9,0.4,19.5,13.3,1.5,1,2.4,0.083,-2.1,-1.1,-3.2,-0.4
2002,132,Kevin Ollie,PG,30,TOT,82,1897,13.7,0.514,0.014,0.404,1.5,9.8,5.6,23.8,2,0.2,12.2,14.6,3,0.8,3.8,0.097,-1,-1.4,-2.4,-0.2
2001,182,Kevin Ollie,PG,29,TOT,81,1723,12.3,0.51,0.006,0.643,1.7,10.8,6.2,26.4,1.9,0.1,19,14.9,1.4,1,2.4,0.066,-2.5,-1.2,-3.6,-0.7
2000,241,Kevin Ollie,PG,28,TOT,70,925,10.3,0.467,0.016,0.464,2,9.6,5.8,24.5,1.7,0.1,17.5,13.7,0.5,0.9,1.4,0.075,-2.8,-0.7,-3.5,-0.4
2014,253,Kevin Seraphin,C,25,WAS,79,1235,12.5,0.535,0.004,0.182,8.1,17.9,13.1,8,0.4,3.8,16.8,21.5,0,1.7,1.7,0.066,-3.7,0.7,-3,-0.3
2013,309,Kevin Seraphin,C,24,WAS,53,578,12.5,0.533,0,0.141,10.5,15.3,12.8,4.9,0.3,3.7,14.9,21.5,0.2,0.6,0.8,0.066,-4.1,-1.2,-5.2,-0.5
2012,387,Kevin Seraphin,C,23,WAS,79,1721,10.3,0.478,0,0.123,6.8,15.5,11.1,6.1,0.7,2.7,14.7,23.5,-2.1,2.2,0.1,0.004,-5.6,-0.1,-5.7,-1.6
2011,172,Kevin Seraphin,C,22,WAS,57,1176,15.8,0.549,0.003,0.183,9.8,17.1,13.4,4.8,0.8,5,13.8,18.2,1.2,1.1,2.3,0.094,-1.8,0.5,-1.3,0.2
2010,369,Kevin Seraphin,PF,21,WAS,58,635,8.4,0.479,0,0.211,13.9,13.4,13.7,2.4,1.4,3.4,20.7,14.1,-0.2,0.5,0.2,0.017,-4.2,-0.2,-4.5,-0.4
2006,413,Kevin Willis,PF,44,DAL,5,43,6.3,0.432,0,0.154,5.7,16.4,11.2,3.6,2.5,1.8,12.6,17.2,0,0.1,0,0.048,-5.5,0.9,-4.6,0
2004,420,Kevin Willis,C,42,ATL,29,344,8,0.434,0.022,0.256,9.3,16.8,12.9,4.1,1.2,1.6,13,15,-0.1,0.1,0,0.004,-5,-1.8,-6.8,-0.4
2003,276,Kevin Willis,C,41,SAS,48,373,14.9,0.491,0.007,0.26,11.2,18.1,14.7,5.5,3,1.8,16.1,24.7,-0.1,1,0.9,0.111,-3.8,1.1,-2.7,-0.1
2002,227,Kevin Willis,C,40,SAS,71,840,12.5,0.506,0.008,0.323,12,18.8,15.6,4.9,1.3,1.7,17,19.5,0.2,1.3,1.6,0.091,-3.3,-0.4,-3.7,-0.4
2001,230,Kevin Willis,PF,39,HOU,52,865,16.1,0.489,0.004,0.306,13.7,25.9,19.8,2.9,1.6,1.8,11.3,19.5,0.8,0.9,1.7,0.096,-3.2,-1.9,-5.2,-0.7
2000,145,Kevin Willis,C,38,TOT,78,1830,14.6,0.478,0.009,0.213,10.5,21.8,16,4.6,1.6,2,10.3,20.5,1.1,2,3.1,0.081,-2.6,-0.7,-3.3,-0.6
2006,358,Kevinn Pinkney,PF,23,BOS,6,100,11.6,0.501,0.074,0.333,8.2,9.8,9,8.3,1.6,2.3,11.4,15.8,0.1,0.1,0.2,0.075,-2,0.1,-1.9,0
2012,358,Keyon Dooling,PG,32,MEM,7,82,11.2,0.644,0.571,0.333,0,1.5,0.7,15.6,0.7,0,17.2,16.4,0.2,0.1,0.2,0.128,-0.1,-4.5,-4.7,-0.1
2011,304,Keyon Dooling,SG,31,BOS,46,662,6.9,0.515,0.497,0.19,0.6,6.1,3.5,12.1,1,0.2,16.1,15.3,-0.2,0.8,0.6,0.042,-2.7,-1.2,-3.9,-0.3
2010,171,Keyon Dooling,PG,30,MIL,80,1757,11.3,0.509,0.451,0.181,0.8,7.1,3.9,23.4,1.6,0.2,14,17.3,0.8,2.1,2.9,0.08,-1,-1.2,-2.2,-0.1
2009,305,Keyon Dooling,PG,29,NJN,53,971,11.6,0.519,0.485,0.188,0.9,5.7,3.2,24,1.8,0,14.4,19.4,0.4,0.3,0.7,0.035,-0.4,-3.8,-4.2,-0.5
2008,145,Keyon Dooling,PG,28,NJN,77,2074,13.6,0.562,0.393,0.258,1.4,7.6,4.5,21.3,1.8,0.3,13.6,17.4,2.8,0.9,3.7,0.085,0.8,-1.9,-1.1,0.4
2007,136,Keyon Dooling,PG,27,ORL,72,1334,14.1,0.572,0.154,0.456,0.6,7.8,4.4,16,1.4,0.3,10.7,19.6,2.4,1.2,3.7,0.132,-0.5,-1.3,-1.8,0.1
2006,217,Keyon Dooling,SG,26,ORL,66,1435,11.1,0.501,0.21,0.308,1.9,5.4,3.7,13.1,1.9,0.8,12.2,19.1,0.7,1.4,2.1,0.071,-1.4,-1,-2.4,-0.2
2005,261,Keyon Dooling,PG,25,ORL,50,1137,12.6,0.513,0.106,0.299,1.2,7.1,4.2,16.7,2.3,0.3,15.2,22.5,0.3,0.8,1.1,0.046,-1.7,-1.6,-3.3,-0.4
2004,247,Keyon Dooling,PG,24,MIA,74,1184,10.1,0.486,0.217,0.316,1.1,7.5,4.4,17,1.7,0.7,14.2,18,0.2,1.3,1.5,0.061,-2.6,-1.1,-3.7,-0.5
