Date,Link,Day,Season,Team,Opp,Site,Final,Rest,Line,Total,SUm,ATSm,OUm,DPS,DPA,SUr,ATSr,OUr,ot,game id (string),match id,Home,Away
37313,,Tue,2001,Rockets,Clippers,home,84-94,2&0,-6.5,189.5,-10,-16.5,-11.5,-14,2.5,L,L,U,FALSE,20100806,20020226LACHOU,HOU,LAC
37314,,Wed,2001,Pelicans,Nets,home,104-85,1&2,2,189.5,19,21,-0.5,10.2,-10.8,W,W,U,FALSE,20100812,20020227BKNNOP,NOP,BKN
37316,,Fri,2001,Bulls,Wizards,home,90-81,1&1,-2.5,189.5,9,6.5,-18.5,-6,-12.5,W,W,U,FALSE,20100828,20020301WASCHI,CHI,WAS
37320,,Tue,2001,Lakers,Nets,home,101-92,1&1,-6.5,189.5,9,2.5,3.5,3,0.5,W,W,O,FALSE,20100861,20020305BKNLAL,LAL,BKN
37322,,Thu,2001,Nuggets,Knicks,home,104-93,2&1,-1,189.5,11,10,7.5,8.8,-1.2,W,W,O,FALSE,20100873,20020307NYKDEN,DEN,NYK
37325,,Sun,2001,Pistons,Pacers,home,84-89,1&1,-5.5,189.5,-5,-10.5,-16.5,-13.5,-3,L,L,U,FALSE,20100895,20020310INDDET,DET,IND
37327,,Tue,2001,Lakers,Pelicans,home,107-66,1&1,-9,189.5,41,32,-16.5,7.8,-24.2,W,W,U,FALSE,20100914,20020312NOPLAL,LAL,NOP
37330,,Fri,2001,Hawks,Suns,home,104-89,1&1,-1,189.5,15,14,3.5,8.8,-5.2,W,W,O,FALSE,20100929,20020315PHXATL,ATL,PHX
37331,,Sat,2001,Spurs,Celtics,home,111-104,1&0,-6.5,189.5,7,0.5,25.5,13,12.5,W,W,O,FALSE,20100940,20020316BOSSAS,SAS,BOS
37331,,Sat,2001,Trailblazers,Wizards,home,95-80,1&0,-12.5,189.5,15,2.5,-14.5,-6,-8.5,W,W,U,FALSE,20100941,20020316WASPOR,POR,WAS
37334,,Tue,2001,Cavaliers,Nets,home,100-97,1&1,3.5,189.5,3,6.5,7.5,7,0.5,W,W,O,FALSE,20100956,20020319BKNCLE,CLE,BKN
37340,,Mon,2001,Trailblazers,Grizzlies,home,100-103,1&1,-13.5,189.5,-3,-16.5,13.5,-1.5,15,L,L,O,FALSE,20101005,20020325MEMPOR,POR,MEM
37342,,Wed,2001,Suns,Lakers,home,118-106,1&0,6,189.5,12,18,34.5,26.2,8.2,W,W,O,FALSE,20101022,20020327LALPHX,PHX,LAL
37345,,Sat,2001,Rockets,Suns,home,88-90,1&0,-4.5,189.5,-2,-6.5,-11.5,-9,-2.5,L,L,U,FALSE,20101045,20020330PHXHOU,HOU,PHX
37345,,Sat,2001,Trailblazers,Supersonics,home,87-92,0&0,-6,189.5,-5,-11,-10.5,-10.8,0.2,L,L,U,FALSE,20101046,20020330SEAPOR,POR,SEA
37346,,Sun,2001,Lakers,Spurs,home,96-95,1&1,-6.5,189.5,1,-5.5,1.5,-2,3.5,W,L,O,FALSE,20101055,20020331SASLAL,LAL,SAS
37355,,Tue,2001,Nets,Wizards,home,101-88,1&2,-11,189.5,13,2,-0.5,0.8,-1.2,W,W,U,FALSE,20101115,20020409WASBKN,BKN,WAS
37358,,Fri,2001,Rockets,Trailblazers,home,79-80,0&0,4.5,189.5,-1,3.5,-30.5,-13.5,-17,L,W,U,FALSE,20101144,20020412PORHOU,HOU,POR
37362,,Tue,2001,Wizards,Knicks,home,116-112,1&1,-3.5,189.5,4,0.5,38.5,19.5,19,W,W,O,FALSE,20101165,20020416NYKWAS,WAS,NYK
37194,,Tue,2001,Cavaliers,Celtics,home,89-108,&,2.5,190,-19,-16.5,7,-4.8,11.8,L,L,O,FALSE,20100001,20011030BOSCLE,CLE,BOS
37196,,Thu,2001,Jazz,Lakers,home,101-105,1&1,3.5,190,-4,-0.5,16,7.8,8.2,L,L,O,FALSE,20100023,20011101LALUTA,UTA,LAL
37205,,Sat,2001,Nets,Cavaliers,home,87-84,1&2,-11,190,3,-8,-19,-13.5,-5.5,W,L,U,FALSE,20100084,20011110CLEBKN,BKN,CLE
37211,,Fri,2001,Wizards,Jazz,home,92-101,1&1,4.5,190,-9,-4.5,3,-0.8,3.8,L,L,O,FALSE,20100122,20011116UTAWAS,WAS,UTA
37218,,Fri,2001,Supersonics,Rockets,home,99-81,1&2,-4,190,18,14,-10,2,-12,W,W,U,FALSE,20100177,20011123HOUSEA,SEA,HOU
37219,,Sat,2001,Kings,Nets,home,98-97,2&1,-7.5,190,1,-6.5,5,-0.8,5.8,W,L,O,FALSE,20100187,20011124BKNSAC,SAC,BKN
37220,,Sun,2001,Clippers,Rockets,home,90-83,1&1,-5,190,7,2,-17,-7.5,-9.5,W,W,U,FALSE,20100189,20011125HOULAC,LAC,HOU
37226,,Sat,2001,Trailblazers,Suns,home,83-97,0&0,-3.5,190,-14,-17.5,-10,-13.8,3.8,L,L,U,FALSE,20100234,20011201PHXPOR,POR,PHX
37244,,Wed,2001,Spurs,Trailblazers,home,97-79,0&0,-9.5,190,18,8.5,-14,-2.8,-11.2,W,W,U,FALSE,20100354,20011219PORSAS,SAS,POR
37247,,Sat,2001,Rockets,Bucks,home,115-110,1&1,7.5,190,5,12.5,35,23.8,11.2,W,W,O,FALSE,20100377,20011222MILHOU,HOU,MIL
37251,,Wed,2001,Rockets,Suns,home,91-97,3&2,5.5,190,-6,-0.5,-2,-1.2,-0.8,L,L,U,FALSE,20100394,20011226PHXHOU,HOU,PHX
37255,,Sun,2001,Trailblazers,Timberwolves,home,93-95,2&1,-1,190,-2,-3,-2,-2.5,0.5,L,L,U,FALSE,20100429,20011230MINPOR,POR,MIN
37260,,Fri,2001,Nuggets,Clippers,home,80-82,1&1,1,190,-2,-1,-28,-14.5,-13.5,L,L,U,FALSE,20100454,20020104LACDEN,DEN,LAC
37261,,Sat,2001,Clippers,Bucks,home,86-83,0&2,-4,190,3,-1,-21,-11,-10,W,L,U,FALSE,20100467,20020105MILLAC,LAC,MIL
37261,,Sat,2001,Pelicans,Nets,home,80-89,1&0,-2,190,-9,-11,-21,-16,-5,L,L,U,FALSE,20100460,20020105BKNNOP,NOP,BKN
37261,,Sat,2001,Pistons,Cavaliers,home,101-91,1&0,-7.5,190,10,2.5,2,2.2,-0.2,W,W,O,FALSE,20100461,20020105CLEDET,DET,CLE
37263,,Mon,2001,Cavaliers,Trailblazers,home,72-98,1&1,1.5,190,-26,-24.5,-20,-22.2,2.2,L,L,U,FALSE,20100474,20020107PORCLE,CLE,POR
37263,,Mon,2001,Pelicans,Nuggets,home,94-80,1&2,-7.5,190,14,6.5,-16,-4.8,-11.2,W,W,U,FALSE,20100473,20020107DENNOP,NOP,DEN
37282,,Sat,2001,Cavaliers,Celtics,home,101-108,1&0,2.5,190,-7,-4.5,19,7.2,11.8,L,L,O,FALSE,20100615,20020126BOSCLE,CLE,BOS
37285,,Tue,2001,Supersonics,Trailblazers,home,86-92,2&4,-1,190,-6,-7,-12,-9.5,-2.5,L,L,U,FALSE,20100635,20020129PORSEA,SEA,POR
37299,,Tue,2001,Pacers,Jazz,home,82-98,6&6,-2.5,190,-16,-18.5,-10,-14.2,4.2,L,L,U,FALSE,20100699,20020212UTAIND,IND,UTA
37299,,Tue,2001,Rockets,Grizzlies,home,85-78,5&4,-7.5,190,7,-0.5,-27,-13.8,-13.2,W,L,U,FALSE,20100704,20020212MEMHOU,HOU,MEM
37311,,Sun,2001,Nuggets,Hawks,home,84-89,0&1,1,190,-5,-4,-17,-10.5,-6.5,L,L,U,FALSE,20100797,20020224ATLDEN,DEN,ATL
37321,,Wed,2001,Seventysixers,Cavaliers,home,85-76,1&0,-9,190,9,0,-29,-14.5,-14.5,W,P,U,FALSE,20100863,20020306CLEPHI,PHI,CLE
37323,,Fri,2001,Celtics,Pistons,home,117-92,1&0,-4.5,190,25,20.5,19,19.8,-0.8,W,W,O,FALSE,20100876,20020308DETBOS,BOS,DET
37327,,Tue,2001,Bucks,Bulls,home,110-81,1&0,-11.5,190,29,17.5,1,9.2,-8.2,W,W,O,FALSE,20100911,20020312CHIMIL,MIL,CHI
37335,,Wed,2001,Spurs,Lakers,home,108-90,3&0,-2.5,190,18,15.5,8,11.8,-3.8,W,W,O,FALSE,20100970,20020320LALSAS,SAS,LAL
37337,,Fri,2001,Celtics,Seventysixers,home,91-96,1&1,-3,190,-5,-8,-3,-5.5,2.5,L,L,U,FALSE,20100979,20020322PHIBOS,BOS,PHI
37337,,Fri,2001,Lakers,Pistons,home,94-82,1&0,-9.5,190,12,2.5,-14,-5.8,-8.2,W,W,U,FALSE,20100986,20020322DETLAL,LAL,DET
37342,,Wed,2001,Supersonics,Grizzlies,home,96-82,1&1,-11,190,14,3,-12,-4.5,-7.5,W,W,U,FALSE,20101023,20020327MEMSEA,SEA,MEM
37352,,Sat,2001,Timberwolves,Suns,home,108-104,1&0,-10,190,4,-6,22,8,14,W,L,O,FALSE,20101097,20020406PHXMIN,MIN,PHX
37354,,Mon,2001,Supersonics,Clippers,home,102-100,2&0,-7,190,2,-5,12,3.5,8.5,W,L,O,FALSE,20101111,20020408LACSEA,SEA,LAC
37357,,Thu,2001,Suns,Jazz,home,96-97,1&1,-2,190,-1,-3,3,0,3,L,L,O,FALSE,20101135,20020411UTAPHX,PHX,UTA
37360,,Sun,2001,Bucks,Pelicans,home,98-91,1&1,-3.5,190,7,3.5,-1,1.2,-2.2,W,W,U,FALSE,20101157,20020414NOPMIL,MIL,NOP
37199,,Sun,2001,Suns,Rockets,home,100-103,1&0,-6,190.5,-3,-9,12.5,1.8,10.8,L,L,O,FALSE,20100048,20011104HOUPHX,PHX,HOU
37202,,Wed,2001,Celtics,Wizards,home,104-95,3&2,-6.5,190.5,9,2.5,8.5,5.5,3,W,W,O,FALSE,20100063,20011107WASBOS,BOS,WAS
37203,,Thu,2001,Trailblazers,Clippers,home,119-101,1&0,-7.5,190.5,18,10.5,29.5,20,9.5,W,W,O,FALSE,20100077,20011108LACPOR,POR,LAC
37215,,Tue,2001,Raptors,Pistons,home,84-88,1&2,-6,190.5,-4,-10,-18.5,-14.2,-4.2,L,L,U,FALSE,20100147,20011120DETTOR,TOR,DET
37218,,Fri,2001,Grizzlies,Suns,home,89-103,1&1,8,190.5,-14,-6,1.5,-2.2,3.8,L,L,O,FALSE,20100174,20011123PHXMEM,MEM,PHX
37229,,Tue,2001,Jazz,Pelicans,home,104-100,2&2,-4.5,190.5,4,-0.5,13.5,6.5,7,W,L,O,FALSE,20100252,20011204NOPUTA,UTA,NOP
37232,,Fri,2001,Celtics,Suns,home,109-102,1&1,-2.5,190.5,7,4.5,20.5,12.5,8,W,W,O,FALSE,20100267,20011207PHXBOS,BOS,PHX
37247,,Sat,2001,Nuggets,Warriors,home,101-105,0&0,-6,190.5,-4,-10,15.5,2.8,12.8,L,L,O,FALSE,20100378,20011222GSWDEN,DEN,GSW
37252,,Thu,2001,Pistons,Nets,home,75-88,4&0,-3,190.5,-13,-16,-27.5,-21.8,-5.8,L,L,U,FALSE,20100402,20011227BKNDET,DET,BKN
37266,,Thu,2001,Suns,Grizzlies,home,96-102,1&1,-9.5,190.5,-6,-15.5,7.5,-4,11.5,L,L,O,FALSE,20100499,20020110MEMPHX,PHX,MEM
37279,,Wed,2001,Pelicans,Supersonics,home,111-101,1&1,-1.5,190.5,10,8.5,21.5,15,6.5,W,W,O,FALSE,20100591,20020123SEANOP,NOP,SEA
37283,,Sun,2001,Seventysixers,Lakers,home,93-87,1&1,3,190.5,6,9,-10.5,-0.8,-9.8,W,W,U,FALSE,20100622,20020127LALPHI,PHI,LAL
37299,,Tue,2001,Pistons,Suns,home,71-99,4&5,-4.5,190.5,-28,-32.5,-20.5,-26.5,6,L,L,U,FALSE,20100701,20020212PHXDET,DET,PHX
37302,,Fri,2001,Suns,Wizards,home,96-97,1&0,-6.5,190.5,-1,-7.5,2.5,-2.5,5,L,L,O,FALSE,20100728,20020215WASPHX,PHX,WAS
37309,,Fri,2001,Supersonics,Hawks,home,99-96,1&0,-8.5,190.5,3,-5.5,4.5,-0.5,5,W,L,O,FALSE,20100781,20020222ATLSEA,SEA,ATL
37310,,Sat,2001,Rockets,Celtics,home,99-89,1&1,3,190.5,10,13,-2.5,5.2,-7.8,W,W,U,FALSE,20100787,20020223BOSHOU,HOU,BOS
37310,,Sat,2001,Spurs,Timberwolves,home,88-112,1&1,-4.5,190.5,-24,-28.5,9.5,-9.5,19,L,L,O,FALSE,20100788,20020223MINSAS,SAS,MIN
37316,,Fri,2001,Celtics,Pelicans,home,87-100,1&1,-2.5,190.5,-13,-15.5,-3.5,-9.5,6,L,L,U,FALSE,20100824,20020301NOPBOS,BOS,NOP
37317,,Sat,2001,Jazz,Timberwolves,home,105-116,1&0,-4.5,190.5,-11,-15.5,30.5,7.5,23,L,L,O,FALSE,20100835,20020302MINUTA,UTA,MIN
37318,,Sun,2001,Lakers,Rockets,home,95-79,1&0,-8,190.5,16,8,-16.5,-4.2,-12.2,W,W,U,FALSE,20100847,20020303HOULAL,LAL,HOU
37331,,Sat,2001,Rockets,Bulls,home,112-114,2&1,-9,190.5,-2,-11,35.5,12.2,23.2,L,L,O,FALSE,20100939,20020316CHIHOU,HOU,CHI
37332,,Sun,2001,Timberwolves,Jazz,home,89-96,1&1,-4.5,190.5,-7,-11.5,-5.5,-8.5,3,L,L,U,FALSE,20100947,20020317UTAMIN,MIN,UTA
37333,,Mon,2001,Clippers,Rockets,home,93-86,1&1,-5.5,190.5,7,1.5,-11.5,-5,-6.5,W,W,U,FALSE,20100954,20020318HOULAC,LAC,HOU
37337,,Fri,2001,Nets,Bucks,home,108-84,1&2,-6.5,190.5,24,17.5,1.5,9.5,-8,W,W,O,FALSE,20100980,20020322MILBKN,BKN,MIL
37344,,Fri,2001,Wizards,Bucks,home,107-98,2&0,-4.5,190.5,9,4.5,14.5,9.5,5,W,W,O,FALSE,20101031,20020329MILWAS,WAS,MIL
37352,,Sat,2001,Wizards,Grizzlies,home,88-85,0&0,-6,190.5,3,-3,-17.5,-10.2,-7.2,W,L,U,FALSE,20101094,20020406MEMWAS,WAS,MEM
37358,,Fri,2001,Celtics,Knicks,home,107-92,1&0,-9,190.5,15,6,8.5,7.2,1.2,W,W,O,FALSE,20101139,20020412NYKBOS,BOS,NYK
37363,,Wed,2001,Knicks,Nets,home,94-99,0&0,0,190.5,-5,-5,2.5,-1.2,3.8,L,L,O,FALSE,20101179,20020417BKNNYK,NYK,BKN
37194,,Tue,2001,Rockets,Hawks,home,89-84,&,-4.5,191,5,0.5,-18,-8.8,-9.2,W,W,U,FALSE,20100007,20011030ATLHOU,HOU,ATL
37201,,Tue,2001,Mavericks,Pelicans,home,110-92,1&2,-3.5,191,18,14.5,11,12.8,-1.8,W,W,O,FALSE,20100059,20011106NOPDAL,DAL,NOP
37210,,Thu,2001,Rockets,Lakers,home,97-98,1&3,7.5,191,-1,6.5,4,5.2,-1.2,L,W,O,FALSE,20100119,20011115LALHOU,HOU,LAL
37212,,Sat,2001,Rockets,Mavericks,home,124-87,1&1,2,191,37,39,20,29.5,-9.5,W,W,O,FALSE,20100138,20011117DALHOU,HOU,DAL
37231,,Thu,2001,Grizzlies,Timberwolves,home,80-105,2&1,8,191,-25,-17,-6,-11.5,5.5,L,L,U,FALSE,20100261,20011206MINMEM,MEM,MIN
37240,,Sat,2001,Nuggets,Suns,home,106-98,1&0,4,191,8,12,13,12.5,0.5,W,W,O,FALSE,20100328,20011215PHXDEN,DEN,PHX
37252,,Thu,2001,Mavericks,Bulls,home,89-74,0&0,-13.5,191,15,1.5,-28,-13.2,-14.8,W,W,U,FALSE,20100403,20011227CHIDAL,DAL,CHI
37299,,Tue,2001,Nuggets,Celtics,home,93-110,6&5,2.5,191,-17,-14.5,12,-1.2,13.2,L,L,O,FALSE,20100705,20020212BOSDEN,DEN,BOS
37315,,Thu,2001,Cavaliers,Spurs,home,114-107,1&1,5.5,191,7,12.5,30,21.2,8.8,W,W,O,FALSE,20100818,20020228SASCLE,CLE,SAS
37317,,Sat,2001,Mavericks,Heat,home,95-109,3&1,-7.5,191,-14,-21.5,13,-4.2,17.2,L,L,O,FALSE,20100834,20020302MIADAL,DAL,MIA
37320,,Tue,2001,Cavaliers,Hawks,home,103-96,1&0,-4.5,191,7,2.5,8,5.2,2.8,W,W,O,FALSE,20100853,20020305ATLCLE,CLE,ATL
37323,,Fri,2001,Jazz,Knicks,home,79-85,1&0,-9.5,191,-6,-15.5,-27,-21.2,-5.8,L,L,U,FALSE,20100882,20020308NYKUTA,UTA,NYK
37327,,Tue,2001,Rockets,Supersonics,home,101-98,1&0,-1,191,3,2,8,5,3,W,W,O,FALSE,20100912,20020312SEAHOU,HOU,SEA
37328,,Wed,2001,Magic,Suns,home,119-114,2&0,-7,191,5,-2,42,20,22,W,L,O,FALSE,20100916,20020313PHXORL,ORL,PHX
37332,,Sun,2001,Raptors,Kings,home,113-116,4&2,1.5,191,-3,-1.5,38,18.2,19.8,L,L,O,FALSE,20100948,20020317SACTOR,TOR,SAC
37346,,Sun,2001,Timberwolves,Nets,home,86-85,1&0,-4,191,1,-3,-20,-11.5,-8.5,W,L,U,FALSE,20101054,20020331BKNMIN,MIN,BKN
37348,,Tue,2001,Cavaliers,Suns,home,101-96,2&2,-1.5,191,5,3.5,6,4.8,1.2,W,W,O,FALSE,20101058,20020402PHXCLE,CLE,PHX
37348,,Tue,2001,Rockets,Supersonics,home,100-98,2&2,2,191,2,4,7,5.5,1.5,W,W,O,FALSE,20101064,20020402SEAHOU,HOU,SEA
37350,,Thu,2001,Nuggets,Timberwolves,home,88-87,1&0,6,191,1,7,-16,-4.5,-11.5,W,W,U,FALSE,20101080,20020404MINDEN,DEN,MIN
37351,,Fri,2001,Pacers,Suns,home,97-87,0&1,-5.5,191,10,4.5,-7,-1.2,-5.8,W,W,U,FALSE,20101083,20020405PHXIND,IND,PHX
37358,,Fri,2001,Pelicans,Cavaliers,home,112-100,1&1,-7.5,191,12,4.5,21,12.8,8.2,W,W,O,FALSE,20101141,20020412CLENOP,NOP,CLE
37197,,Fri,2001,Pistons,Nets,home,102-88,0&1,1.5,191.5,14,15.5,-1.5,7,-8.5,W,W,U,FALSE,20100031,20011102BKNDET,DET,BKN
37201,,Tue,2001,Cavaliers,Kings,home,99-115,2&1,8.5,191.5,-16,-7.5,22.5,7.5,15,L,L,O,FALSE,20100055,20011106SACCLE,CLE,SAC
37210,,Thu,2001,Pistons,Mavericks,home,115-89,3&0,1,191.5,26,27,12.5,19.8,-7.2,W,W,O,FALSE,20100117,20011115DALDET,DET,DAL
37212,,Sat,2001,Pistons,Pacers,home,104-98,1&0,-9,191.5,6,-3,10.5,3.8,6.8,W,L,O,FALSE,20100133,20011117INDDET,DET,IND
37218,,Fri,2001,Pelicans,Magic,home,99-109,1&1,5,191.5,-10,-5,16.5,5.8,10.8,L,L,O,FALSE,20100171,20011123ORLNOP,NOP,ORL
37219,,Sat,2001,Pistons,Grizzlies,home,91-84,0&0,-11,191.5,7,-4,-16.5,-10.2,-6.2,W,L,U,FALSE,20100183,20011124MEMDET,DET,MEM
37226,,Sat,2001,Hawks,Raptors,home,103-104,1&1,2.5,191.5,-1,1.5,15.5,8.5,7,L,W,O,FALSE,20100227,20011201TORATL,ATL,TOR
37228,,Mon,2001,Suns,Warriors,home,110-93,1&1,-10,191.5,17,7,11.5,9.2,2.2,W,W,O,FALSE,20100244,20011203GSWPHX,PHX,GSW
37244,,Wed,2001,Pacers,Raptors,home,90-102,0&2,-1,191.5,-12,-13,0.5,-6.2,6.8,L,L,O,FALSE,20100353,20011219TORIND,IND,TOR
37248,,Sun,2001,Celtics,Grizzlies,home,85-80,1&1,-11,191.5,5,-6,-26.5,-16.2,-10.2,W,L,U,FALSE,20100383,20011223MEMBOS,BOS,MEM
37258,,Wed,2001,Cavaliers,Warriors,home,113-98,3&4,-5,191.5,15,10,19.5,14.8,4.8,W,W,O,FALSE,20100435,20020102GSWCLE,CLE,GSW
37260,,Fri,2001,Grizzlies,Hawks,home,109-113,1&5,-1.5,191.5,-4,-5.5,30.5,12.5,18,L,L,O,FALSE,20100452,20020104ATLMEM,MEM,ATL
37260,,Fri,2001,Timberwolves,Jazz,home,93-86,1&5,-4,191.5,7,3,-12.5,-4.8,-7.8,W,W,U,FALSE,20100451,20020104UTAMIN,MIN,UTA
37280,,Thu,2001,Trailblazers,Grizzlies,home,120-82,1&0,-13,191.5,38,25,10.5,17.8,-7.2,W,W,O,FALSE,20100604,20020124MEMPOR,POR,MEM
37290,,Sun,2001,Celtics,Clippers,home,104-91,1&0,-7,191.5,13,6,3.5,4.8,-1.2,W,W,O,FALSE,20100669,20020203LACBOS,BOS,LAC
37303,,Sat,2001,Supersonics,Celtics,home,99-79,1&0,-5,191.5,20,15,-13.5,0.8,-14.2,W,W,U,FALSE,20100734,20020216BOSSEA,SEA,BOS
37305,,Mon,2001,Wizards,Rockets,home,89-102,2&1,-4.5,191.5,-13,-17.5,-0.5,-9,8.5,L,L,U,FALSE,20100746,20020218HOUWAS,WAS,HOU
37326,,Mon,2001,Timberwolves,Clippers,home,99-108,2&0,-9,191.5,-9,-18,15.5,-1.2,16.8,L,L,O,FALSE,20100902,20020311LACMIN,MIN,LAC
37344,,Fri,2001,Knicks,Timberwolves,home,77-98,1&0,3,191.5,-21,-18,-16.5,-17.2,0.8,L,L,U,FALSE,20101033,20020329MINNYK,NYK,MIN
37351,,Fri,2001,Grizzlies,Rockets,home,99-81,1&0,2.5,191.5,18,20.5,-11.5,4.5,-16,W,W,U,FALSE,20101088,20020405HOUMEM,MEM,HOU
37194,,Tue,2001,Nets,Pacers,home,103-97,&,-3.5,192,6,2.5,8,5.2,2.8,W,W,O,FALSE,20100003,20011030INDBKN,BKN,IND
37195,,Wed,2001,Celtics,Nets,home,92-95,0&0,-4.5,192,-3,-7.5,-5,-6.2,1.2,L,L,U,FALSE,20100013,20011031BKNBOS,BOS,BKN
37196,,Thu,2001,Rockets,Clippers,home,98-92,1&1,-3.5,192,6,2.5,-2,0.2,-2.2,W,W,U,FALSE,20100021,20011101LACHOU,HOU,LAC
37200,,Mon,2001,Clippers,Hawks,home,109-86,1&1,-5.5,192,23,17.5,3,10.2,-7.2,W,W,O,FALSE,20100053,20011105ATLLAC,LAC,ATL
37204,,Fri,2001,Nuggets,Rockets,home,108-81,0&0,1.5,192,27,28.5,-3,12.8,-15.8,W,W,U,FALSE,20100082,20011109HOUDEN,DEN,HOU
37211,,Fri,2001,Kings,Bulls,home,105-71,2&1,-15,192,34,19,-16,1.5,-17.5,W,W,U,FALSE,20100128,20011116CHISAC,SAC,CHI
37211,,Fri,2001,Spurs,Cavaliers,home,105-91,2&1,-14.5,192,14,-0.5,4,1.8,2.2,W,L,O,FALSE,20100126,20011116CLESAS,SAS,CLE
37211,,Fri,2001,Supersonics,Warriors,home,100-91,2&1,-4.5,192,9,4.5,-1,1.8,-2.8,W,W,U,FALSE,20100129,20011116GSWSEA,SEA,GSW
37221,,Mon,2001,Grizzlies,Kings,home,98-94,1&1,10.5,192,4,14.5,0,7.2,-7.2,W,W,P,FALSE,20100195,20011126SACMEM,MEM,SAC
37232,,Fri,2001,Clippers,Jazz,home,86-102,2&2,-6,192,-16,-22,-4,-13,9,L,L,U,FALSE,20100273,20011207UTALAC,LAC,UTA
37243,,Tue,2001,Nuggets,Spurs,home,93-102,2&2,8.5,192,-9,-0.5,3,1.2,1.8,L,L,O,FALSE,20100346,20011218SASDEN,DEN,SAS
37246,,Fri,2001,Spurs,Nuggets,home,109-74,1&2,-13,192,35,22,-9,6.5,-15.5,W,W,U,FALSE,20100368,20011221DENSAS,SAS,DEN
37247,,Sat,2001,Supersonics,Pistons,home,117-89,0&0,-3,192,28,25,14,19.5,-5.5,W,W,O,FALSE,20100380,20011222DETSEA,SEA,DET
37251,,Wed,2001,Kings,Trailblazers,home,89-74,2&3,-7.5,192,15,7.5,-29,-10.8,-18.2,W,W,U,FALSE,20100397,20011226PORSAC,SAC,POR
37255,,Sun,2001,Grizzlies,Spurs,home,79-83,1&0,10,192,-4,6,-30,-12,-18,L,W,U,FALSE,20100426,20011230SASMEM,MEM,SAS
37260,,Fri,2001,Nets,Magic,home,96-109,1&1,-6,192,-13,-19,13,-3,16,L,L,O,FALSE,20100450,20020104ORLBKN,BKN,ORL
37262,,Sun,2001,Grizzlies,Supersonics,home,77-89,1&1,4.5,192,-12,-7.5,-26,-16.8,-9.2,L,L,U,FALSE,20100469,20020106SEAMEM,MEM,SEA
37266,,Thu,2001,Mavericks,Knicks,home,111-89,1&1,-7.5,192,22,14.5,8,11.2,-3.2,W,W,O,FALSE,20100496,20020110NYKDAL,DAL,NYK
37267,,Fri,2001,Pelicans,Clippers,home,92-91,1&0,-7,192,1,-6,-9,-7.5,-1.5,W,L,U,FALSE,20100505,20020111LACNOP,NOP,LAC
37275,,Sat,2001,Spurs,Lakers,home,81-98,1&2,-7,192,-17,-24,-13,-18.5,5.5,L,L,U,FALSE,20100558,20020119LALSAS,SAS,LAL
37277,,Mon,2001,Timberwolves,Wizards,home,105-101,1&1,-10,192,4,-6,14,4,10,W,L,O,FALSE,20100577,20020121WASMIN,MIN,WAS
37292,,Tue,2001,Nuggets,Trailblazers,home,97-96,3&1,5,192,1,6,1,3.5,-2.5,W,W,O,FALSE,20100684,20020205PORDEN,DEN,POR
37294,,Thu,2001,Bucks,Grizzlies,home,107-103,4&1,-13,192,4,-9,18,4.5,13.5,W,L,O,FALSE,20100697,20020207MEMMIL,MIL,MEM
37299,,Tue,2001,Magic,Knicks,home,122-114,6&4,-6,192,8,2,44,23,21,W,W,O,FALSE,20100702,20020212NYKORL,ORL,NYK
37304,,Sun,2001,Nets,Nuggets,home,98-77,1&1,-13,192,21,8,-17,-4.5,-12.5,W,W,U,FALSE,20100736,20020217DENBKN,BKN,DEN
37312,,Mon,2001,Pelicans,Timberwolves,home,92-97,0&1,2.5,192,-5,-2.5,-3,-2.8,-0.2,L,L,U,FALSE,20100799,20020225MINNOP,NOP,MIN
37337,,Fri,2001,Supersonics,Rockets,home,112-82,2&2,-6.5,192,30,23.5,2,12.8,-10.8,W,W,O,FALSE,20100985,20020322HOUSEA,SEA,HOU
37343,,Thu,2001,Jazz,Cavaliers,home,112-91,1&1,-10.5,192,21,10.5,11,10.8,0.2,W,W,O,FALSE,20101030,20020328CLEUTA,UTA,CLE
37349,,Wed,2001,Bucks,Wizards,home,105-90,0&0,-4.5,192,15,10.5,3,6.8,-3.8,W,W,O,FALSE,20101072,20020403WASMIL,MIL,WAS
37349,,Wed,2001,Timberwolves,Grizzlies,home,92-81,2&0,-12,192,11,-1,-19,-10,-9,W,L,U,FALSE,20101073,20020403MEMMIN,MIN,MEM
37216,,Wed,2001,Kings,Trailblazers,home,95-83,1&0,-7,192.5,12,5,-14.5,-4.8,-9.8,W,W,U,FALSE,20100164,20011121PORSAC,SAC,POR
37218,,Fri,2001,Lakers,Warriors,home,106-90,1&2,-12,192.5,16,4,3.5,3.8,-0.2,W,W,O,FALSE,20100178,20011123GSWLAL,LAL,GSW
37240,,Sat,2001,Bucks,Pacers,home,115-95,0&1,-3,192.5,20,17,17.5,17.2,0.2,W,W,O,FALSE,20100324,20011215INDMIL,MIL,IND
37241,,Sun,2001,Clippers,Pistons,home,82-77,1&2,-2.5,192.5,5,2.5,-33.5,-15.5,-18,W,W,U,FALSE,20100332,20011216DETLAC,LAC,DET
37251,,Wed,2001,Jazz,Celtics,home,99-86,3&2,-4,192.5,13,9,-7.5,0.8,-8.2,W,W,U,FALSE,20100396,20011226BOSUTA,UTA,BOS
